age,education_level,career_field,main_sector,employer_type,contract_type,weekly_hours,residence,province,monthly_income_rwf
23,Upper secondary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Rural,Northern Province,100000.0
24,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,42.0,Rural,Northern Province,40000.0
27,Upper secondary education,Sales and services,Industry,Private business or VUP,Written contract,66.0,Rural,Northern Province,63000.0
28,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Northern Province,10000.0
26,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,25000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,54.0,Rural,Northern Province,52000.0
17,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Northern Province,40000.0
27,Upper secondary education,Sales and services,Industry,Private business or VUP,Written contract,66.0,Rural,Northern Province,63000.0
16,Lower secondary education,Elementary and other work,Services,Private business or VUP,Oral agreement,4.0,Rural,Northern Province,26000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Rural,Northern Province,65000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,78000.0
22,Primary education,Agriculture,Industry,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,26000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,78000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Northern Province,31200.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Northern Province,31200.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Northern Province,26000.0
17,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,33.0,Rural,Northern Province,26000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,26000.0
20,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,40.0,Rural,Northern Province,78000.0
25,Primary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,50.0,Rural,Northern Province,120000.0
22,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,52000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,26000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,10.0,Rural,Northern Province,65000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,14.0,Rural,Northern Province,39000.0
26,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Northern Province,21666.666
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,20800.0
28,Primary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,20.0,Rural,Northern Province,130000.0
26,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Rural,Northern Province,52000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,39000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,39000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,16.0,Rural,Northern Province,39000.0
26,Primary education,Agriculture,Services,Private business or VUP,Oral agreement,35.0,Rural,Northern Province,39000.0
28,Upper secondary education,"Education, health and social services",Services,Public institution,Written contract,45.0,Rural,Northern Province,100000.0
19,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,35.0,Urban,Northern Province,130000.0
28,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,63.0,Urban,Northern Province,78000.0
23,Lower secondary education,Skilled trades and operators,Services,Private business or VUP,Written contract,48.0,Urban,Northern Province,110000.0
16,Primary education,Elementary and other work,Services,Household,Written contract,49.0,Urban,Northern Province,15000.0
25,Upper secondary education,Elementary and other work,Services,Private business or VUP,Written contract,48.0,Urban,Northern Province,50000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Urban,Northern Province,65000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Northern Province,26000.0
24,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,60.0,Urban,Northern Province,156000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,32.0,Urban,Northern Province,39000.0
16,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Urban,Northern Province,52000.0
20,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Urban,Northern Province,104000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Northern Province,26000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,54.0,Rural,Northern Province,50000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,60.0,Rural,Northern Province,26000.0
30,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Northern Province,39000.0
23,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,25.0,Rural,Northern Province,117000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,51.0,Rural,Northern Province,52000.0
30,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,25.0,Rural,Northern Province,18200.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Northern Province,52000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Northern Province,52000.0
19,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,24.0,Rural,Northern Province,52000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,12.0,Rural,Northern Province,52000.0
21,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Northern Province,39000.0
24,No formal education,Elementary and other work,Services,Private business or VUP,Oral agreement,34.0,Rural,Northern Province,26000.0
17,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,8.0,Rural,Northern Province,26000.0
26,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Northern Province,40000.0
24,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,27.0,Rural,Northern Province,19500.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Northern Province,156000.0
22,Tertiary education,Elementary and other work,Services,Private business or VUP,Oral agreement,55.0,Rural,Northern Province,25000.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Northern Province,33800.0
27,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,31200.0
25,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,31200.0
21,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Northern Province,31200.0
24,Primary education,Skilled trades and operators,Agriculture,Private business or VUP,Oral agreement,5.0,Rural,Northern Province,13000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,31200.0
30,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,52000.0
27,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,33800.0
20,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,21.0,Rural,Eastern Province,52000.0
25,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,70.0,Rural,Eastern Province,20000.0
22,Lower secondary education,Sales and services,Services,Public institution,Oral agreement,45.0,Rural,Eastern Province,30000.0
26,Lower secondary education,Sales and services,Services,Private business or VUP,Written contract,72.0,Urban,Eastern Province,60000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Eastern Province,14000.0
30,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,28.0,Urban,Eastern Province,52000.0
23,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,12.0,Urban,Eastern Province,78000.0
16,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Urban,Eastern Province,78000.0
25,Upper secondary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Urban,Eastern Province,113882.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Eastern Province,15000.0
27,Tertiary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Urban,Eastern Province,266285.0
21,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,53.0,Rural,Eastern Province,104000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,70.0,Rural,Eastern Province,78000.0
29,Tertiary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Rural,Eastern Province,50000.0
27,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,31200.0
28,Upper secondary education,ICT,Services,Public institution,Written contract,84.0,Urban,Eastern Province,67000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Urban,Eastern Province,10000.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,8.0,Urban,Eastern Province,52000.0
28,Tertiary education,"Business, management and office work",Services,Public institution,Written contract,40.0,Urban,Eastern Province,272000.0
26,Lower secondary education,Sales and services,Services,Private business or VUP,Written contract,70.0,Urban,Eastern Province,28000.0
24,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Written contract,40.0,Urban,Eastern Province,60000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Urban,Eastern Province,26000.0
27,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,32.0,Urban,Eastern Province,78000.0
26,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,70.0,Urban,Eastern Province,60000.0
28,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,15600.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,20800.0
28,Upper secondary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Rural,Eastern Province,118000.0
19,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,54.0,Rural,Eastern Province,36833.332
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,6.0,Rural,Eastern Province,13000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,20800.0
24,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,26000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,46.0,Rural,Eastern Province,20000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,20800.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,20800.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,10.0,Rural,Eastern Province,26000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,39000.0
23,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
29,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,20800.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,20800.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Eastern Province,20800.0
30,Tertiary education,"Education, health and social services",Services,Public institution,Written contract,70.0,Urban,Eastern Province,366000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,63.0,Urban,Eastern Province,20000.0
19,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,24.0,Urban,Eastern Province,91000.0
23,Primary education,Elementary and other work,Services,Household,Oral agreement,49.0,Urban,Eastern Province,25000.0
23,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,60.0,Urban,Eastern Province,60000.0
22,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Eastern Province,23000.0
21,Primary education,Elementary and other work,Services,Household,Written contract,50.0,Urban,Eastern Province,25000.0
30,Primary education,Elementary and other work,Services,Household,Oral agreement,50.0,Urban,Eastern Province,20000.0
23,No formal education,Agriculture,Agriculture,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,20800.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
19,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,26000.0
30,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,58.0,Rural,Eastern Province,65000.0
22,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,25000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
30,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,25.0,Rural,Eastern Province,26000.0
25,Tertiary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Rural,Eastern Province,120000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,32.0,Rural,Eastern Province,39000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,26000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,26000.0
23,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,24.0,Rural,Eastern Province,39000.0
16,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,78000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,20.0,Rural,Eastern Province,18200.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,15.0,Rural,Eastern Province,18200.0
20,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,11.0,Rural,Eastern Province,18200.0
21,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Rural,Eastern Province,39000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,63.0,Rural,Eastern Province,39000.0
17,Primary education,Agriculture,Agriculture,NGO or international organisation,Written contract,36.0,Rural,Eastern Province,26000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Eastern Province,39000.0
16,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,27.0,Rural,Eastern Province,65000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Urban,Eastern Province,13000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Urban,Eastern Province,13000.0
25,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,48.0,Urban,Eastern Province,52000.0
23,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,45.0,Urban,Eastern Province,52000.0
28,No formal education,Elementary and other work,Services,Household,Oral agreement,42.0,Rural,Eastern Province,10000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Eastern Province,39000.0
28,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
26,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Eastern Province,26000.0
26,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,5.0,Rural,Eastern Province,26000.0
29,Primary education,Elementary and other work,Services,Household,Oral agreement,59.0,Rural,Eastern Province,20000.0
25,Primary education,Agriculture,Services,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,39000.0
17,Primary education,Agriculture,Services,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,39000.0
29,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,104000.0
21,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,65000.0
17,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,40.0,Rural,Eastern Province,65000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Eastern Province,26000.0
21,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Eastern Province,26000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,9.0,Urban,Eastern Province,91000.0
22,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,70.0,Urban,Eastern Province,20000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,33.0,Urban,Eastern Province,91000.0
21,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,32.0,Urban,Eastern Province,91000.0
20,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,72.0,Urban,Eastern Province,25000.0
23,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,48.0,Urban,Eastern Province,80000.0
19,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,40.0,Urban,Eastern Province,26000.0
29,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,21.0,Urban,Eastern Province,130000.0
27,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,130000.0
23,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,60.0,Urban,Eastern Province,151666.67
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Urban,Eastern Province,39000.0
28,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,35.0,Urban,Kigali city,65000.0
21,Tertiary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,45.0,Urban,Kigali city,130000.0
18,Lower secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,35.0,Urban,Kigali city,104000.0
30,Lower secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,55.0,Urban,Kigali city,260000.0
30,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,48.0,Urban,Kigali city,30000.0
23,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,35.0,Urban,Kigali city,13000.0
30,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,42.0,Rural,Kigali city,26000.0
18,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,42.0,Urban,Kigali city,13000.0
17,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,76.0,Urban,Kigali city,15000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Kigali city,10000.0
27,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,48.0,Urban,Kigali city,30000.0
30,Upper secondary education,Science and engineering,Services,Private business or VUP,Written contract,42.0,Urban,Kigali city,250000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,42.0,Urban,Kigali city,20000.0
29,Primary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,56.0,Urban,Kigali city,260000.0
23,Tertiary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Urban,Kigali city,121333.34
20,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,8.0,Urban,Kigali city,104000.0
16,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,49.0,Urban,Kigali city,20000.0
30,Upper secondary education,"Education, health and social services",Services,Public institution,Written contract,40.0,Urban,Kigali city,100000.0
19,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,18.0,Urban,Kigali city,15000.0
23,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Written contract,51.0,Urban,Kigali city,160000.0
18,Upper secondary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,45.0,Urban,Kigali city,182000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,35.0,Urban,Kigali city,15000.0
22,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,18.0,Rural,Kigali city,26000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,66.0,Rural,Kigali city,52000.0
18,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Kigali city,52000.0
18,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,49.0,Rural,Kigali city,15000.0
30,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Kigali city,31200.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Kigali city,31200.0
17,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Kigali city,39000.0
26,Lower secondary education,"Education, health and social services",Services,Public institution,Written contract,10.0,Rural,Kigali city,20000.0
25,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,27.0,Urban,Kigali city,91000.0
22,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Urban,Kigali city,78000.0
21,Primary education,Agriculture,Services,Public institution,Oral agreement,24.0,Urban,Kigali city,39000.0
27,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,70.0,Urban,Kigali city,70000.0
26,Upper secondary education,"Education, health and social services",Services,Private business or VUP,Oral agreement,42.0,Urban,Kigali city,26000.0
18,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,32.0,Urban,Kigali city,104000.0
30,Upper secondary education,Skilled trades and operators,Services,Private business or VUP,Oral agreement,40.0,Urban,Kigali city,169000.0
26,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Written contract,36.0,Urban,Kigali city,250000.0
23,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,70.0,Urban,Kigali city,35000.0
23,Tertiary education,Science and engineering,Industry,Private business or VUP,Oral agreement,46.0,Urban,Kigali city,150000.0
17,Primary education,Elementary and other work,Services,Household,Oral agreement,28.0,Urban,Kigali city,20000.0
22,Upper secondary education,"Business, management and office work",Services,Private business or VUP,Oral agreement,72.0,Urban,Kigali city,70000.0
25,Primary education,Elementary and other work,Services,Household,Oral agreement,60.0,Urban,Kigali city,50000.0
19,Lower secondary education,Elementary and other work,Services,Private business or VUP,Written contract,54.0,Urban,Kigali city,78000.0
30,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,36.0,Urban,Kigali city,26000.0
16,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,35.0,Urban,Kigali city,15000.0
18,Lower secondary education,Elementary and other work,Services,Household,Oral agreement,21.0,Urban,Kigali city,15000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,20800.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,31200.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,26000.0
18,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,42.0,Rural,Southern Province,20800.0
24,Upper secondary education,Sales and services,Services,Private business or VUP,Oral agreement,81.0,Rural,Southern Province,20000.0
27,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,16.0,Rural,Southern Province,104000.0
18,Primary education,Elementary and other work,Services,Household,Oral agreement,90.0,Rural,Southern Province,10000.0
30,Primary education,Skilled trades and operators,Industry,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,130000.0
17,Primary education,Agriculture,Industry,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
27,Lower secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,31200.0
16,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,31200.0
19,Lower secondary education,Agriculture,Industry,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,31200.0
25,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,65000.0
20,Upper secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,52000.0
24,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,26000.0
16,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,10000.0
26,Primary education,Sales and services,Services,Private business or VUP,Written contract,48.0,Urban,Southern Province,150000.0
17,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,47.0,Rural,Southern Province,13000.0
27,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,48.0,Rural,Southern Province,26000.0
27,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,26000.0
24,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,12.0,Urban,Southern Province,78000.0
17,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,36.0,Urban,Southern Province,52000.0
22,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,35.0,Rural,Southern Province,19500.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,19500.0
17,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,13000.0
28,Lower secondary education,Sales and services,Services,Private business or VUP,Oral agreement,60.0,Urban,Southern Province,40000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,63.0,Urban,Southern Province,20000.0
16,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,39000.0
24,Primary education,Skilled trades and operators,Industry,Private business or VUP,Written contract,72.0,Urban,Southern Province,45000.0
20,Upper secondary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,7.0,Urban,Southern Province,26000.0
19,Primary education,Elementary and other work,Services,Household,Oral agreement,45.0,Urban,Southern Province,15000.0
17,Primary education,Sales and services,Services,Private business or VUP,Oral agreement,49.0,Rural,Southern Province,39000.0
20,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,18.0,Rural,Southern Province,23400.0
29,Primary education,Agriculture,Agriculture,Private business or VUP,Oral agreement,36.0,Rural,Southern Province,20800.0
19,Primary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,16.0,Rural,Southern Province,52000.0
25,Primary education,Elementary and other work,Services,Private business or VUP,Oral agreement,30.0,Rural,Southern Province,52000.0
19,Lower secondary education,Elementary and other work,Industry,Private business or VUP,Oral agreement,68.0,Rural,Southern Province,31200.0
